run_id,binary_sha256,variant,backend,access,workload,parallelism,lanes,records,seed,repeat,warmup_requested,seconds_requested,valid,exit_code,error,setup_seconds,warmup_ops,operations,seconds,ops_per_second,p50_ns,p99_ns,errors,handoffs,rocksdb_granted,rocksdb_diverted,peak_rss_bytes,peak_threads_sampled,cpu_user_seconds,cpu_system_seconds,wall_seconds
goexec-memory-sdk-create-p16-c16-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,16,16,100000,20260917,0,3,10,True,0,,2.121080708,509141,1697164,10.000224625,169712.58783099585,75263,276223,0,0,0,0,8613396480,55,160.722337,16.253811,15.886306417
tokio-memory-sdk-create-p16-c16-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,16,16,100000,20260917,0,3,10,True,0,,2.282385625,605379,2022179,10.000171083,202214.4404546884,72703,133759,0,0,0,0,10205593600,52,188.331291,8.802472,16.273749167
goexec-memory-sdk-update-p4-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,4,16,100000,20260917,1,3,10,True,0,,2.3860417910000002,334455,1130758,10.000256083,113072.90439514238,67711,593919,0,0,0,0,4842356736,19,54.271963,1.225947,15.470342458000005
tokio-memory-sdk-update-p4-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,4,16,100000,20260917,1,3,10,True,0,,2.35877975,349003,1160341,10.000139,116032.48714842863,96063,548351,0,0,0,0,4974919680,16,53.818625,1.070599,15.445633375
goexec-blocking-rocksdb-sdk-range-p4-c4-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,4,4,100000,20260917,2,3,10,True,0,,1.368141042,81639,279633,10.000123417,27962.95488959964,133247,231039,0,0,2237089,0,268140544,54,52.739913,1.37264,14.437845750000001
goexec-rocksdb-sdk-range-p4-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,4,4,100000,20260917,2,3,10,True,0,,1.368917083,76769,256262,10.000155708,25625.800985778013,150143,238207,0,0,1779073,271048,266829824,54,51.055037,3.21659,14.449175291999993
tokio-rocksdb-sdk-range-p4-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,4,4,100000,20260917,2,3,10,True,0,,1.399589583,75626,262615,10.000152209,26261.100282418713,146687,230015,0,0,1808732,292213,267845632,51,50.739537,2.554178,14.483868541999996
goexec-memory-sdk-read-p4-c16-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,4,16,100000,20260917,0,3,10,True,0,,2.365261333,344808,1157821,10.000237166,115779.35410737038,66879,579071,0,0,0,0,447561728,19,53.881956,0.638231,15.406718166000005
tokio-memory-sdk-read-p4-c16-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,4,16,100000,20260917,0,3,10,True,0,,2.2878234170000002,342475,1139565,10.000146792,113954.82723430006,97919,552959,0,0,0,0,445087744,16,53.472778,0.46663899999999997,15.307465582999981
tokio-memory-sdk-read-p4-c4-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,4,4,100000,20260917,3,3,10,True,0,,2.27786675,341445,1139404,10.000061666,113939.69737946213,33151,52383,0,0,0,0,444170240,16,52.764498,0.788222,15.311433166
goexec-memory-sdk-read-p4-c4-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,4,4,100000,20260917,3,3,10,True,0,,2.239609916,326006,1092730,10.000069917,109272.23600130755,34751,52351,0,0,0,0,444235776,19,52.827434,1.604837,15.278956249999993
tokio-memory-sdk-range-p1-c4-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,1,4,100000,20260917,3,3,10,True,0,,2.470120875,51797,173924,10.000202375,17392.048028428024,225023,269055,0,0,0,0,444268544,10,15.120835,0.25254299999999996,15.490517915999988
goexec-memory-sdk-range-p1-c4-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,1,4,100000,20260917,3,3,10,True,0,,2.274703791,50984,169884,10.000244333,16987.98492746787,231807,268799,0,0,0,0,444071936,13,15.156001,0.43646599999999997,15.314283417000013
tokio-memory-sdk-read-p16-c16-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,16,16,100000,20260917,4,3,10,True,0,,2.35357625,777694,2592659,10.000184959,259261.10473253296,57183,118015,0,0,0,0,450756608,52,172.908626,9.537093,15.381590666999983
goexec-memory-sdk-read-p16-c16-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,16,16,100000,20260917,4,3,10,True,0,,2.2706210000000002,555344,1843657,10.000366042,184358.95168806062,61759,271103,0,0,0,0,449921024,55,127.677352,23.009224,15.297274999999985
goexec-blocking-rocksdb-sdk-read-p4-c4-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,4,4,100000,20260917,1,3,10,True,0,,1.377499458,299045,999475,10.000088541,99946.61506267557,38175,55839,0,0,4997400,0,265338880,54,52.143355,1.501435,14.442252042000007
goexec-rocksdb-sdk-read-p4-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,4,4,100000,20260917,1,3,10,True,0,,1.370568958,290897,963490,10.000070625,96348.31953999326,38975,64959,0,0,4681049,136420,265256960,54,51.357144,2.418614,14.427963875000017
tokio-rocksdb-sdk-read-p4-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,4,4,100000,20260917,1,3,10,True,0,,1.412696166,295519,977618,10.000056,97761.25253698579,37887,67583,0,0,4750257,137855,265371648,51,50.991562,1.717397,14.487912625000035
goexec-blocking-rocksdb-sdk-create-p4-c16-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,4,16,100000,20260917,3,3,10,True,0,,1.397211,200512,326601,10.109939583,32304.940827656777,195455,676863,0,55,1959631,0,1027096576,66,32.159961,6.259559,15.010054000000025
tokio-rocksdb-sdk-create-p4-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,4,16,100000,20260917,3,3,10,True,0,,1.4221812919999999,83651,347492,10.314938084,33688.229359225305,218623,574975,0,0,1846020,238964,880951296,54,27.976111,6.070815,15.722805791999974
goexec-rocksdb-sdk-create-p4-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,4,16,100000,20260917,3,3,10,True,0,,1.3622760409999999,80325,401228,10.000282,40121.668568946356,211839,641023,0,0,2110614,296775,943652864,57,31.00382,7.026965,15.554536041999995
tokio-memory-sdk-create-p4-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,4,16,100000,20260917,1,3,10,True,0,,2.292544125,262467,874117,10.000232125,87409.67100301184,118399,767999,0,0,0,0,4643274752,16,54.267953,0.97319,15.74590649999999
goexec-memory-sdk-create-p4-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,4,16,100000,20260917,1,3,10,True,0,,2.266385625,266552,883610,10.000267333,88358.63788202591,80959,761855,0,0,0,0,4693835776,19,54.516016,1.095652,15.702918124999997
goexec-blocking-rocksdb-sdk-range-p16-c64-r4-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,16,64,100000,20260917,4,3,10,True,0,,1.386257708,224410,774704,10.001576708,77458.18710567249,448255,3905535,0,11,6197651,0,290684928,90,205.279158,2.960784,14.467241791999982
goexec-rocksdb-sdk-range-p16-c64-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,16,64,100000,20260917,4,3,10,True,0,,1.392080333,207922,718033,10.001955333,71789.26280853848,481023,4308991,0,0,5744280,9,290455552,90,200.57782,6.075192,14.454790875000015
tokio-rocksdb-sdk-range-p16-c64-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,16,64,100000,20260917,4,3,10,True,0,,1.4016616659999999,216057,760279,10.001451709,76016.86456335617,834047,1791999,0,0,6082231,26,288849920,87,198.956431,5.984014,14.482244207999997
tokio-memory-sdk-create-p16-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,16,16,100000,20260917,3,3,10,True,0,,2.348001667,588503,1959420,10.00017725,195938.52698960912,75263,136831,0,0,0,0,9912090624,52,188.556042,8.99609,16.320593416999998
goexec-memory-sdk-create-p16-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,16,16,100000,20260917,3,3,10,True,0,,2.265572166,509499,1704545,10.000211958,170450.887157086,74559,275199,0,0,0,0,8641200128,55,159.81778,16.501702,16.06346375000004
goexec-rocksdb-sdk-range-p1-c1-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,range,1,1,100000,20260917,2,3,10,True,0,,2.884323833,21082,69656,10.000054166,6965.5622703354065,140799,180607,0,0,0,557269,264962048,48,12.435761,3.990678,15.943468290999988
goexec-blocking-rocksdb-sdk-range-p1-c1-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,range,1,1,100000,20260917,2,3,10,True,0,,1.3617845,32242,108044,10.000068625,10804.325855313817,90495,110399,0,0,864371,0,264699904,48,14.134974,1.164368,14.433129791999988
tokio-rocksdb-sdk-range-p1-c1-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,range,1,1,100000,20260917,2,3,10,True,0,,3.242163209,20531,68464,10.00002125,6846.385451430916,143231,180735,0,0,0,547738,265125888,45,12.312817,3.946433,16.31359016700003
goexec-memory-sdk-read-p4-c16-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,4,16,100000,20260917,4,3,10,True,0,,2.228035334,347598,1154027,10.000247333,115399.84578099434,67903,587775,0,0,0,0,446562304,19,53.707158,0.622865,15.270541374999993
tokio-memory-sdk-read-p4-c16-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,4,16,100000,20260917,4,3,10,True,0,,2.368894334,344851,1147999,10.000229458,114797.26588489646,97855,545791,0,0,0,0,445956096,16,53.524499,0.482508,15.404715583999973
goexec-memory-sdk-update-p4-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,4,4,100000,20260917,1,3,10,True,0,,2.218737125,319012,1062887,10.000071417,106287.94092341232,35967,54463,0,0,0,0,4590813184,19,53.58125,1.9038439999999999,15.270785708999995
tokio-memory-sdk-update-p4-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,4,4,100000,20260917,1,3,10,True,0,,2.414335584,322860,1129778,10.000033292,112977.42387556045,33855,54175,0,0,0,0,4802953216,16,53.339005,1.322575,15.49116591699999
tokio-memory-sdk-create-p4-c16-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,4,16,100000,20260917,4,3,10,True,0,,2.321313833,264927,884094,10.000153333,88408.0444129326,114559,763391,0,0,0,0,4690739200,16,54.395799,0.905669,15.766066833999957
goexec-memory-sdk-create-p4-c16-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,4,16,100000,20260917,4,3,10,True,0,,2.231052208,264626,884000,10.000250041,88397.78969282674,79551,760831,0,0,0,0,4688052224,19,54.581409,1.015678,15.647211624999954
tokio-memory-sdk-read-p4-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,4,16,100000,20260917,1,3,10,True,0,,2.273790167,348451,1161623,10.00015175,116160.53726384701,96639,538111,0,0,0,0,444792832,16,53.477774,0.45473199999999997,15.29325054100002
goexec-memory-sdk-read-p4-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,4,16,100000,20260917,1,3,10,True,0,,2.252278709,343948,1142012,10.000319875,114197.54710596194,69439,590335,0,0,0,0,446267392,19,53.819748,0.601783,15.286310334000063
tokio-rocksdb-sdk-read-p1-c1-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,1,1,100000,20260917,1,3,10,True,0,,3.2364919580000002,56434,188229,10.0000305,18822.8425903301,52479,71551,0,0,0,941171,264224768,45,10.202557,6.172556,16.310986041999968
goexec-blocking-rocksdb-sdk-read-p1-c1-r1-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,1,1,100000,20260917,1,3,10,True,0,,1.366367666,188614,628722,10.000027583,62872.026580089085,15791,23135,0,0,3143635,0,263782400,48,14.155426,1.904895,14.427739209000038
goexec-rocksdb-sdk-read-p1-c1-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,1,1,100000,20260917,1,3,10,True,0,,3.010144333,59808,199564,10.000013875,19956.372310533417,49599,72831,0,0,0,997847,263946240,48,10.279879,6.522757,16.06963533299995
goexec-rocksdb-sdk-read-p1-c4-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,1,4,100000,20260917,3,3,10,True,0,,3.015085791,136680,465164,10.000073,46516.06043275884,84671,131199,0,0,0,2325844,264585216,48,18.668727,11.754994,16.095708833000003
goexec-blocking-rocksdb-sdk-read-p1-c4-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,1,4,100000,20260917,3,3,10,True,0,,1.334789,226836,754512,10.000067708,75450.68913847399,52383,67199,0,0,3772585,0,264142848,48,14.241418,0.394409,14.397840374999987
tokio-rocksdb-sdk-read-p1-c4-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,1,4,100000,20260917,3,3,10,True,0,,3.236376083,119397,406510,10.000119417,40650.514563750236,97151,144383,0,0,0,2032576,264929280,45,18.062138,10.582331,16.30147962500007
goexec-memory-sdk-create-p1-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,1,4,100000,20260917,2,3,10,True,0,,2.247306958,166236,557056,10.000051375,55705.313813950284,69375,88127,0,0,0,0,3104915456,13,15.576456,0.61197,15.490060166000035
tokio-memory-sdk-create-p1-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,1,4,100000,20260917,2,3,10,True,0,,2.359804792,166691,555689,10.000074084,55568.48832641108,71167,131711,0,0,0,0,3101425664,10,15.359667,0.45532,15.591298916000028
goexec-memory-sdk-mixed-p16-c16-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,16,16,100000,20260917,3,3,10,True,0,,2.230841333,582012,1947527,10.000355,194745.78652457838,59423,266751,0,0,0,0,1969831936,55,134.122143,21.690511,15.272233832999973
tokio-memory-sdk-mixed-p16-c16-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,16,16,100000,20260917,3,3,10,True,0,,2.4398908329999998,786407,2633373,10.000139584,263333.6242839388,56319,116927,0,0,0,0,2509651968,52,175.296636,9.476841,15.501394541999957
tokio-memory-sdk-create-p1-c1-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,create,1,1,100000,20260917,3,3,10,True,0,,2.435004125,168308,564703,10.000024,56470.16447160527,15335,30095,0,0,0,0,3137716224,10,15.308377,0.45570499999999997,15.56502070900001
goexec-memory-sdk-create-p1-c1-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,create,1,1,100000,20260917,3,3,10,True,0,,2.275904417,134725,452135,10.000025083,45213.38659126241,20047,29423,0,0,0,0,2597044224,13,15.210264,1.6960469999999999,15.39132508299997
goexec-memory-sdk-mixed-p1-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,1,4,100000,20260917,2,3,10,True,0,,2.387352208,252892,845128,10.000041,84512.45349894065,46527,61727,0,0,0,0,1100529664,13,15.361756,0.460094,15.433910583000056
tokio-memory-sdk-mixed-p1-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,1,4,100000,20260917,2,3,10,True,0,,2.419933417,251676,835937,10.000062875,83593.17440791591,47487,95679,0,0,0,0,1096237056,10,15.019481,0.31831899999999996,15.466281417000005
tokio-memory-sdk-mixed-p1-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,mixed,1,4,100000,20260917,1,3,10,True,0,,2.3569765,249075,835700,10.000033,83569.72421991007,47423,95807,0,0,0,0,1091584000,10,14.930305,0.36218999999999996,15.41621658300005
goexec-memory-sdk-mixed-p1-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,mixed,1,4,100000,20260917,1,3,10,True,0,,2.2621360839999998,255020,848872,10.000043416,84886.83145533255,46239,62719,0,0,0,0,1103085568,13,15.203002,0.472506,15.307676582999989
tokio-rocksdb-sdk-create-p16-c64-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,16,64,100000,20260917,3,3,10,True,0,,1.393761542,96406,307353,10.003597625,30724.246568243994,557567,9306111,0,0,1835660,8483,878444544,90,44.933378,12.217186,14.851045375000012
goexec-blocking-rocksdb-sdk-create-p16-c64-r3-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,16,64,100000,20260917,3,3,10,True,0,,1.359768125,85154,316411,10.002561041,31632.998659348046,609279,9379839,0,692,1898491,0,877101056,106,44.537732,11.278386,14.83272199999999
goexec-rocksdb-sdk-create-p16-c64-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,16,64,100000,20260917,3,3,10,True,0,,1.3561575000000001,101452,313835,10.00482025,31368.379656795933,635391,9674751,0,0,1868516,14519,886571008,93,45.578983,13.474921,14.831947124999942
tokio-memory-sdk-range-p1-c4-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,range,1,4,100000,20260917,1,3,10,True,0,,2.364336625,52008,172892,10.000166792,17288.91163478506,226559,275199,0,0,0,0,444432384,10,15.064446,0.20845,15.397952624999903
goexec-memory-sdk-range-p1-c4-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,range,1,4,100000,20260917,1,3,10,True,0,,2.239261417,50916,170676,10.000179542,17067.29357039778,231295,265215,0,0,0,0,444235776,13,15.136057,0.376533,15.27284341699999
goexec-blocking-rocksdb-sdk-create-p4-c4-r2-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,4,4,100000,20260917,2,3,10,True,0,,1.349125458,122300,340945,10.000081292,34094.222841243674,91967,163199,0,1,2045695,0,907378688,57,27.868414,11.084356,14.821732832999942
tokio-rocksdb-sdk-create-p4-c4-r2-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,4,4,100000,20260917,2,3,10,True,0,,1.4090264590000001,51406,326403,10.000091292,32640.002022893532,83519,165247,0,0,1924303,34140,790069248,54,21.53387,6.687848,14.897150333000013
goexec-rocksdb-sdk-create-p4-c4-r2-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,4,4,100000,20260917,2,3,10,True,0,,1.360370209,71800,329389,10.000142583,32938.43035397848,91519,177407,0,0,1924933,51426,828342272,57,24.574796,10.084362,14.78081474999999
goexec-blocking-rocksdb-sdk-create-p1-c1-r4-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,create,1,1,100000,20260917,4,3,10,True,0,,1.374131375,51391,165867,10.0000275,16586.654386700437,58047,75711,0,0,995227,0,579485696,50,9.48007,4.344189,14.85187499999995
tokio-rocksdb-sdk-create-p1-c1-r4-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,create,1,1,100000,20260917,4,3,10,True,0,,3.229203917,30599,104283,10.000082333,10428.21414138451,90815,127679,0,0,0,625724,463437824,46,9.091519,7.530745,16.651815209000006
goexec-rocksdb-sdk-create-p1-c1-r4-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,create,1,1,100000,20260917,4,3,10,True,0,,2.899227667,29649,98164,10.000017666,9816.382658378396,99199,128959,0,0,0,589011,454918144,49,9.441205,7.448531,16.316488124999978
goexec-rocksdb-sdk-read-p4-c16-r0-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,rocksdb,sdk,read,4,16,100000,20260917,0,3,10,True,0,,1.354362458,311459,1034614,10.000209291,103459.23469133124,70463,759295,0,0,4976988,196107,267075584,54,53.151989,1.329301,14.418619165999871
tokio-rocksdb-sdk-read-p4-c16-r0-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,rocksdb,sdk,read,4,16,100000,20260917,0,3,10,True,0,,1.389167875,308825,1028439,10.000237709,102841.45536604864,111679,578047,0,0,4949909,192305,267124736,51,52.88911,1.182732,14.464738040999919
goexec-blocking-rocksdb-sdk-read-p4-c16-r0-n100000-w3-s10-seed20260917,e963d801d8310f2cb89458be25ab0c11ddbbeddc08501d21e1d74f2cc4e7ef50,goexec-blocking,rocksdb,sdk,read,4,16,100000,20260917,0,3,10,True,0,,1.368915208,312318,1036677,10.000211334,103665.50919532798,75647,650751,0,0,5183410,0,267337728,54,52.95292,0.553624,14.43775704099994
goexec-memory-sdk-update-p16-c64-r3-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,update,16,64,100000,20260917,3,3,10,True,0,,2.357921625,810715,2727064,10.0010685,272677.2644342952,177535,881151,0,0,0,0,11109433344,55,204.480773,6.841184,15.482862458999989
tokio-memory-sdk-update-p16-c64-r3-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,update,16,64,100000,20260917,3,3,10,True,0,,2.459574417,832607,2751813,10.000647375,275163.486603786,203519,683007,0,0,0,0,11255398400,52,202.3556,7.007442,15.595795834
goexec-memory-sdk-read-p16-c16-r1-n100000-w3-s10-seed20260917,7eed995be3eb2ed6eca0fb46f5bf4bab99ad8e508d72b025da681db2f7daebc0,goexec,memory,sdk,read,16,16,100000,20260917,1,3,10,True,0,,2.375274416,552639,1843306,10.000206208,184326.7990339425,62143,271615,0,0,0,0,449904640,55,128.276794,22.320487,15.404065374999846
tokio-memory-sdk-read-p16-c16-r1-n100000-w3-s10-seed20260917,1dda62a344f62068f971e26a499036cbea8a1e7b9a6f36e55d594ec5e894e476,tokio,memory,sdk,read,16,16,100000,20260917,1,3,10,True,0,,2.273087125,786871,2635652,10.000136541,263561.60130353965,55967,123583,0,0,0,0,450740224,52,171.360877,9.475441,15.305151667000018
